sample_id,reads,flow_id,date,longitude,latitude,fire,ammonium,clay,conductivity,elev,exc_aluminium,exc_calcium,exc_magnesium,exc_potassium,exc_sodium,nitrate,organic_carbon,ph,phosphorus_colwell,potassium_colwell,sand,silt,sulphur,texture,vegetation_type,woody_veg_cover
s19609,103634,B3C4H,2016-10-04,118.943641,-31.902235,,1,11.99,0,NA,0.263,0.84,0.37,0.09,0.02,1e-10,0.4,4.9,1e-10,34,87,1,1.5,1.5,,11.00000000000001
s19611,186298,B3C4H,2016-10-05,118.905108,-31.845833,,2,12.74,0.016,NA,0.525,0.59,0.28,0.13,0.03,1e-10,0.4,4.3,1e-10,50,83.32,3.94,5.5,3,,5.000000000000004
s19613,161744,B3C4H,2016-10-07,119.142832,-32.814728,,1,9.92,0.011,NA,0.194,1,0.48,0.31,0.05,1e-10,0.47,4.9,6,119,88.08,1.99,3.5,2,,8.000000000000007
s19615,171539,B3C4H,2016-10-08,119.158039,-32.874588,,2,9.86,0.011,NA,0.115,1.11,0.41,0.2,0.04,1e-10,0.49,4.8,1e-10,78,88.16,1.98,1.8,2,,11.00000000000001
s19617,124690,B3C4H,2016-10-10,117.15546,-34.619163,,2,5.93,0.027,NA,0.31,3.76,0.98,0.07,0.1,1e-10,2.15,4,2,28,94.08,1e-10,3.5,1.5,,47
s19619,204360,B3C4H,2016-10-11,117.266107,-34.599564,,3,2.98,0.024,NA,0.122,2.92,0.91,0.09,0.08,1e-10,1.49,4.4,2,34,94.99,2.02,2,1.5,,41.99999999999999
s19621,192601,B3C4H,2016-10-12,117.687632,-34.403644,,1,3.89,0.013,NA,0.024,3.01,0.36,0.05,0.03,1e-10,1,5.3,1e-10,21,95.13,0.98,0.9,1.5,,19.999999999999996
s19623,147092,B3C4H,2016-10-12,117.754283,-34.476888,,1,2.93,0.011,NA,0.066,0.66,0.27,0.06,0.04,1e-10,0.52,4.7,1e-10,23,93.09,3.98,1.2,1.5,,29.000000000000004
s39011,111364,B3C4H,2016-08-11,132.1970971,-30.88586317,,1e-10,8.97,0.077,105.5,0.08,8.98,0.67,0.52,0.06,8,0.47,8.1,9,206,85.02,6.01,4.1,2.5,,3.0000000000000027
s39013,87248,B3C4H,2016-08-11,132.1973492,-30.88487305,,1e-10,7,0.069,105.3,0.07,8.13,0.58,0.55,0.06,9,0.46,8.1,12,223,87.96,5.04,1.9,2.5,,3.0000000000000027
s39015,153824,B3C4H,2016-08-11,132.1983335,-30.88560417,,1e-10,8.89,0.066,111.3,0.086,7.92,0.6,0.53,0.05,7,0.43,8.1,13,230,88.13,2.98,2,2.5,,3.0000000000000027
s39023,150651,B3C4H,2016-08-11,132.2180168,-30.89909373,,1e-10,12.81,0.321,132.9,0.087,8.63,1.72,0.87,2.08,22,0.55,8.1,5,355,82.24,4.95,41.4,2.5,,2.0000000000000018
s39025,96965,B3C4H,2016-08-11,132.2182969,-30.89864878,,1e-10,9.82,0.166,135.4,0.081,8.39,1.22,0.71,0.83,4,0.6,8,7,299,84.25,5.92,42.5,3,,2.0000000000000018
s39027,140378,B3C4H,2016-08-11,132.2184581,-30.89818505,,1e-10,15.12,0.275,138,0.078,8.28,1.64,0.88,1.65,10,0.52,8,6,346,80.83,4.05,32.1,3.5,,2.0000000000000018
s39029,111006,B3C4H,2016-08-12,132.2240096,-30.89741415,,1e-10,11.88,0.189,146.5,0.082,8.41,1.37,0.62,0.7,2,0.44,8,6,289,84.14,3.98,44.3,3,,4.0000000000000036
s39031,138084,B3C4H,2016-08-12,132.2236094,-30.89693095,,1e-10,9.9,0.138,150.2,0.083,8.4,1.24,0.71,0.69,5,0.52,8.1,7,300,84.13,5.97,12,3,,4.0000000000000036
s39033,35715,B3C4H,2016-08-12,132.2225777,-30.89517727,,1e-10,9.97,0.111,142.7,0.073,8.84,1.32,0.67,0.38,4,0.55,8.1,6,276,86.02,4.01,6.5,2.5,,1.0000000000000009
s39035,190328,B3C4H,2016-08-12,132.2250044,-30.9003406,,1e-10,14.88,0.49,143.7,0.095,9.08,1.95,0.88,2.42,11,0.36,8.1,6,345,79.15,5.97,177.3,3,,4.0000000000000036
s39037,132516,B3C4H,2016-08-12,132.2242151,-30.90135728,,1e-10,11.01,0.147,137.7,0.079,8.57,1.78,0.91,1.17,1,0.33,8.2,6,367,81.96,7.04,13.1,3.5,,4.0000000000000036
s39039,24394,B3C4H,2016-08-12,132.2222569,-30.90068195,,1e-10,15.87,0.359,135.7,0.079,8.55,2.1,0.88,2.24,3,0.38,8.1,5,335,78.16,5.97,131.8,3.5,,3.0000000000000027
s39041,70842,B39FT,2016-09-06,116.14246,-32.51827,,2,11.99,0.015,NA,0.061,2.98,0.77,0.12,0.06,1e-10,2.24,5.2,7,51,82.99,5.02,5.9,2,,49
s39043,85076,B39FT,2016-09-06,116.14239,-32.51761,,4,11.92,0.031,NA,0.089,4.12,1.66,0.19,0.15,1e-10,2.86,5.2,4,75,78.11,9.97,5.5,2.5,,49
s39045,128429,B39FT,2016-09-06,116.18371,-32.52046,,2,11.08,0.01,NA,0.104,2.05,0.58,0.09,0.05,1e-10,1.94,5.2,13,42,78.8,10.12,4.1,1,,59.00000000000001
s39047,93375,B39FT,2016-09-06,116.18426,-32.51976,,2,7,0.036,NA,0.039,2.54,0.79,0.13,0.08,1e-10,1.81,5.5,1e-10,68,88.98,4.03,5.7,1.5,,59.00000000000001
s39049,113564,B39FT,2016-09-06,116.17192,-32.52362,,2,9.04,0.019,NA,0.19,1.64,0.37,0.1,0.06,1e-10,2.02,5.2,12,40,87.93,3.03,6.9,1,,60.00000000000001
s39051,89072,B39FT,2016-09-06,116.1718,-32.5227,,3,12.88,0.025,NA,0.106,0.91,0.27,0.08,0.05,1e-10,1.17,5.2,1e-10,32,78.16,8.95,4.8,1,,60.00000000000001
s39053,81549,B39FT,2016-09-06,116.15891,-32.53487,,2,4.84,0.012,NA,0.062,1.39,0.46,0.07,0.05,1e-10,1.49,5.1,1e-10,28,94.18,0.98,8.4,2,,3.0000000000000027
s39055,103094,B39FT,2016-09-06,116.1582,-32.53369,,6,9.92,0.038,NA,0.043,3.57,1.16,0.16,0.1,1e-10,2.38,5.4,2,53,83.1,6.98,5.1,2,,29.000000000000004
s39057,129196,B39FT,2016-09-06,116.22374,-32.57229,,4,10.95,0.019,NA,0.095,2.28,0.52,0.12,0.06,1e-10,1.9,5,5,54,80.05,9,5.7,2,,19.999999999999996
s39059,69542,B39FT,2016-09-06,116.22408,-32.5729,,8,12.06,0.048,NA,0.049,4.83,1.81,0.3,0.15,1,3.19,5.3,6,129,83.91,4.04,6.5,2,,19.999999999999996
s39061,106198,B39FT,2016-09-06,116.18417,-32.58888,,2,9.05,0.013,NA,0.089,0.97,0.29,0.07,0.04,1e-10,1.18,5.2,3,35,84.88,6.07,6.7,2,,24
s39063,80412,B39FT,2016-09-06,116.18457,-32.58827,,4,9.9,0.038,NA,0.145,1.61,0.55,0.16,0.11,1e-10,2.19,5.2,1e-10,66,86.12,3.98,7.1,1.5,,24
s39065,121090,B39FT,2016-09-06,116.08824,-32.61953,,7,3.95,0.054,NA,0.177,2.46,1.24,0.21,0.1,1e-10,2.69,4.7,3,76,93.05,3,12,2,,65.00000000000001
s39067,100549,B39FT,2016-09-06,116.0879,-32.62009,,4,9.93,0.039,NA,0.257,1.47,0.74,0.13,0.1,1e-10,1.93,5.1,1e-10,46,85.08,4.99,6.5,2,,65.00000000000001
s39069,104657,B39FT,2016-09-06,116.06979,-32.62008,,6,15.95,0.03,NA,0.103,2.83,0.96,0.16,0.08,1e-10,2.71,4.9,4,58,77.04,7,5.2,2,,66.00000000000001
s39071,96217,B39FT,2016-09-06,116.06943,-32.61966,,5,10.04,0.03,NA,0.227,1.81,0.73,0.18,0.08,1e-10,2.26,5.1,2,62,84.91,5.05,6,2,,66.00000000000001
s39073,93534,B39FT,2016-09-08,116.05283,-32.60527,,5,13.18,0.032,NA,0.169,5.28,1.55,0.16,0.14,1e-10,3.34,4.9,4,56,78.68,8.14,6.6,2,,61.00000000000001
s39075,78366,B39FT,2016-09-08,116.0519,-32.60501,,2,12.14,0.016,NA,0.182,0.82,0.41,0.06,0.08,1e-10,1.78,4.9,2,26,81.76,6.1,6.7,2,,61.00000000000001
s39077,90325,B39FT,2016-09-08,116.0462,-32.59863,,11,14.07,0.037,NA,0.268,3.67,1.21,0.11,0.09,1e-10,2.87,4.6,2,42,77.86,8.07,5.9,2,,63.000000000000014
s39079,79067,B39FT,2016-09-08,116.04491,-32.59757,,5,12.21,0.042,NA,0.027,7.18,2.27,0.18,0.15,1e-10,3.44,5.3,3,70,73.49,14.3,8.8,2,,61.00000000000001
s39081,112041,B39FT,2016-09-08,116.03674,-32.59458,,3,11.48,0.02,NA,0.113,2.15,0.86,0.1,0.08,1e-10,2.39,5,1e-10,39,81.17,7.34,6.5,2,,39.000000000000014
s39083,76429,B39FT,2016-09-08,116.03629,-32.59432,,7,8.13,0.047,NA,0.258,6.32,2.1,0.19,0.16,1e-10,4.4,4.8,4,70,81.57,10.29,5.7,1.5,,39.000000000000014
s39085,79958,B39FT,2016-09-08,116.04454,-32.55292,,6,16.03,0.035,NA,0.349,2.55,1.12,0.17,0.08,1e-10,3.37,4.5,5,60,78.94,5.03,5.9,2,,51
s39087,79805,B39FT,2016-09-08,116.04415,-32.55298,,7,12.01,0.037,NA,0.302,5.34,1.68,0.19,0.15,1e-10,4,4.9,3,62,75.88,12.11,6,2,,51
s39089,35187,B39FT,2016-09-08,116.04864,-32.55939,,2,12.83,0.011,NA,0.078,0.64,0.37,0.05,0.04,1e-10,1.03,4.9,1e-10,20,78.26,8.92,12.8,2,,46
s39091,72955,B39FT,2016-09-08,116.04851,-32.55975,,9,13.94,0.043,NA,0.414,7.36,2.36,0.23,0.18,1e-10,4.5,4.7,5,68,76.03,10.03,6.3,2,,46
s39093,103004,B39FT,2016-09-08,116.06857,-32.57056,,8,10.12,0.037,NA,0.546,1.44,0.73,0.14,0.08,1e-10,2.09,4.2,1e-10,49,85.81,4.07,5.3,2,,46
s39095,114761,B39FT,2016-09-08,116.06907,-32.57004,,3,7.94,0.036,NA,0.121,1.58,0.66,0.12,0.11,1e-10,2.5,5.2,1e-10,45,86.07,5.99,5.1,2,,46
s39097,109749,B39FT,2016-09-08,116.08275,-32.59874,,6,10.03,0.044,NA,1.206,0.98,0.57,0.14,0.09,1e-10,2.97,4,5,49,80.91,9.07,5.7,2,,34.00000000000001
s39099,89628,B39FT,2016-09-08,116.08204,-32.59924,,7,18.07,0.05,NA,0.662,2.39,1.03,0.18,0.16,1e-10,3.41,4.5,3,56,71.83,10.1,6.2,2,,34.00000000000001
s39101,85228,B39G7,2016-09-02,138.681513,-34.736194,,3,16.04,0.14,71,0.075,13.01,1.55,1.34,0.11,6,1.34,7.7,6,578,67.86,16.09,7.6,3.5,Other,21.999999999999996
s39103,59099,B39G7,2016-09-03,138.681674,-34.735588,,2,27.16,0.141,69,0.101,17.09,3.41,2.21,0.21,8,1.06,7.8,17,884,51.67,21.16,8.3,3.5,Other,21.999999999999996
s39105,196986,B39G7,2016-09-04,138.678149,-34.688921,,2,21.73,0.124,42,0.093,14.98,4.23,1.22,0.4,3,0.73,7.8,18,527,52.52,25.74,7.8,3.5,Other,4.0000000000000036
s39107,214885,B39G7,2016-09-04,138.678375,-34.688195,,2,16.89,0.131,42,0.078,12.12,2.08,1.66,0.23,5,1.63,7.7,39,730,65.17,17.94,8,3.5,Other,4.0000000000000036
s39109,110537,B39G7,2016-09-04,138.680987,-34.710871,,4,30.27,0.131,48,0.093,20.84,5.95,1.94,0.39,7,1.21,7.9,10,759,42.35,27.38,5.2,3.5,Other,15.999999999999993
s39111,100668,B39G7,2016-09-05,138.679629,-34.710551,,2,29.76,0.13,45,0.101,16.99,6.39,1.69,0.38,5,0.89,7.7,17,679,45.39,24.84,7.7,3.5,Other,15.999999999999993
s39113,155217,B39G7,2016-09-05,138.666994,-34.692037,,14,17.16,0.196,30,0.091,15.1,3.36,1.66,0.89,11,4.55,7.3,12,662,70.68,12.15,27.6,3.5,Grassland,18.999999999999993
s39115,144566,B39G7,2016-09-05,138.666971,-34.691187,,9,8.04,0.155,30,0.073,8.4,3.07,0.97,0.41,9,3.75,6.7,17,394,86.9,5.06,29.7,2,Grassland,18.999999999999993
s39117,65914,B39G7,2016-09-02,138.692509,-34.721531,,8,14.57,0.175,86,0.082,16.99,4.28,1.66,0.5,2,2.54,7.5,8,594,63.99,21.44,13.5,3.5,Grassland,14.000000000000012
s39119,64606,B39G7,2016-09-02,138.692351,-34.721805,,5,25.63,0.091,86,0.084,15.33,4.83,1.8,0.72,2,2.03,6.9,3,649,58.57,15.8,8.9,3.5,Grassland,14.000000000000012
s39121,116124,B39G7,2016-09-01,138.666254,-34.677165,,4,31.74,0.306,30,0.108,15.29,4.96,1.42,1.24,1e-10,0.97,7.5,13,498,51.86,16.41,172.5,3.5,Grassland,7.000000000000006
s39123,48924,B39G7,2016-09-01,138.665304,-34.676679300000004,,2,18.77,0.566,30,0.095,15.03,4.72,1.36,1.1,1e-10,0.76,7.6,3,491,59.44,21.79,664.6,3.5,Grassland,7.000000000000006
s39125,94808,B39G7,2016-09-02,138.674378,-34.742484,,3,15.85,0.077,44,0.083,6.85,2.61,0.98,0.72,1,1.63,6,26,440,60.3,23.85,16.6,3.5,Woodland,24
s39127,19943,B39G7,2016-09-02,138.673023,-34.742505,,3,17.38,0.179,43,0.079,20.48,4.99,1.54,0.88,1,1.88,7.6,13,599,54.95,27.68,11,3.5,Woodland,25
s39129,122164,B39G7,2016-09-01,138.678811,-34.716414,,2,17.22,0.068,46,0.083,5.26,2.14,1.07,0.5,1,1.18,5.9,8,482,68.56,14.22,8.5,3.5,Woodland,24
s39131,98123,B39G7,2016-09-01,138.678607,-34.717025,,2,19.4,0.119,45,0.086,14.11,2.77,1.44,0.33,7,1.65,7.2,6,634,67.29,13.31,10.7,3.5,Woodland,24
s39133,70537,B39G7,2016-09-01,138.675467,-34.681778,,3,20.66,0.136,35,0.075,8.17,5.54,1.19,1.25,1,1.97,5.6,25,503,49.77,29.58,17.8,3.5,Woodland,19.999999999999996
s39135,68345,B39G7,2016-09-01,138.676537,-34.682267,,2,18.67,0.16,37,0.093,4.87,4.1,0.97,1.31,1,1.69,5.3,18,449,52.77,28.56,17.3,3.5,Woodland,19.999999999999996
s39137,153380,B39G7,2016-09-04,138.706617,-34.657393,,3,21.09,0.119,53,0.076,20.82,2.45,1.38,0.58,2,1.71,7.1,17,483,62.81,16.1,7,3.5,Woodland,5.000000000000004
s39139,118152,B39G7,2016-09-04,138.705377,-34.657643,,2,26.15,0.075,51,0.085,16.19,2.85,1.47,0.49,4,1.57,6.9,17,551,58.73,15.12,7.8,3.5,Woodland,8.000000000000007
s39141,88787,B39G7,2016-09-01,138.699303,-34.718351,,4,23.14,0.077,117,0.074,16.72,4.91,2.55,0.66,2,2.39,6.6,6,959,50.64,26.22,10.6,3.5,Woodland,7.000000000000006
s39143,33584,B39G7,2016-09-02,138.698661,-34.719469,,2,22.21,0.069,117,0.073,18.6,3.74,2.6,0.44,3,2.42,6.5,4,919,49.46,28.33,9.8,3.5,Woodland,7.000000000000006
s39145,152488,B39G7,2016-09-03,138.682134,-34.782194,,4,13.66,0.102,142,0.072,19.28,4.44,1.52,0.66,3,2.77,6.7,13,548,64.8,21.54,11.9,3.5,Woodland,14.000000000000012
s39147,367,B39G7,2016-09-03,138.681226,-34.782181,,3,17.69,0.096,134,0.069,20.48,3.08,1.48,0.32,6,3.33,6.5,6,529,60.62,21.69,12.8,3.5,Woodland,14.000000000000012
s39149,77408,B39G7,2016-09-16,138.6850739,-34.7539479,,3,19.01,0.062,81,0.067,16.13,2.55,0.87,0.22,1,2.97,6.1,9,388,63.93,17.06,6.7,3.5,Woodland,14.000000000000012
s39151,65540,B39G7,2016-09-16,138.6848529,-34.7539573,,2,12.74,0.134,78,0.066,18.62,2.79,1.09,0.3,1e-10,2.74,7.2,8,456,70.53,16.73,11.5,3.5,Woodland,14.000000000000012
s39153,153114,B39G7,2016-09-03,138.692083,-34.773508,,3,16.22,0.11,161,0.07,20.98,3.95,1.21,0.39,4,3.57,6.5,6,529,55.06,28.72,10.6,3.5,Woodland,16.999999999999993
s39155,97464,B39G7,2016-09-03,138.691588,-34.773262,,2,13.26,0.125,163,0.067,22.47,4.56,1.16,0.54,2,3.62,6.7,9,456,62.02,24.72,11.3,3.5,Woodland,29.000000000000004
s39157,110699,B39G7,2016-09-02,138.687155,-34.734154,,5,19.86,0.096,114,0.068,11.66,3.26,1.1,0.56,4,2.04,6.4,3,443,62.23,17.91,10.3,3.5,Woodland,16.999999999999993
s39159,37390,B39G7,2016-09-02,138.687703,-34.734146,,2,15.78,0.148,123,0.087,22.16,2.58,1.37,0.26,5,2.21,7.3,5,522,63.45,20.77,9.8,3.5,Woodland,11.00000000000001
s39161,105921,B39FT,2016-09-08,116.12112,-32.56681,,6,13.03,0.034,NA,0.438,1.28,0.6,0.12,0.08,1e-10,2,4.6,3,45,81.94,5.03,4.9,2,,17.999999999999993
s39163,81106,B39FT,2016-09-08,116.11913,-32.56602,,4,8.04,0.043,NA,0.221,2.33,0.76,0.12,0.1,1e-10,2.05,5,1e-10,41,87.91,4.05,3.9,2,,62.000000000000014
s39165,99001,B39FT,2016-09-08,116.11904,-32.56591,,4,13.93,0.025,NA,0.135,1.08,0.51,0.13,0.06,1e-10,1.59,4.8,10,49,80.08,5.99,7.6,2,,62.000000000000014
s39167,129111,B39G7,2016-09-07,138.79065,-34.624175,,6,27.41,0.151,160,0.081,30.67,2.99,1.77,0.22,6,2.26,7.7,13,636,51.76,20.83,8.1,3.5,Woodland,4.0000000000000036
s39169,64236,B39G7,2016-09-07,138.7747333,-34.62640333,,3,13.34,0.141,85,0.07,17.33,3.22,0.91,0.2,3,2.28,7.1,6,460,57.03,29.64,8,3.5,Woodland,13.00000000000001
s39171,71049,B39G7,2016-09-07,138.7746583,-34.62681666,,5,9.52,0.151,95,0.069,23.74,4.5,1.01,0.27,10,4.75,7.1,18,561,65.61,24.87,10.2,3.5,Woodland,13.00000000000001
s39173,33166,B39G7,2016-09-07,138.7872783,-34.62678,,6,26.39,0.097,165,0.069,17.05,5.12,2.62,0.44,5,2.43,6.2,21,972,43.4,30.21,9.2,3.5,Woodland,0
s39175,24603,B39G7,2016-09-07,138.786575,-34.62351166,,5,20.08,0.142,150,0.068,18.78,3.96,2.88,0.31,6,2.64,6.6,13,1078,47.71,32.21,10.5,3.5,Woodland,0
s39177,87255,B39G7,2016-09-07,138.7856,-34.621505,,5,17.83,0.169,150,0.072,18.39,2,2.05,0.18,7,3.32,7,50,824,62.05,20.12,11.5,3.5,Woodland,0
s39179,1745,B39G7,2016-09-07,138.782866,-34.62018833,,15,21.45,0.092,145,0.066,8.46,2.24,1.82,0.25,7,2.04,6.1,11,818,57.04,21.51,8.8,3.5,Woodland,0
s39181,111736,B39G7,2016-09-07,138.7817266,-34.61755,,5,26.64,0.097,140,0.074,15.46,3.13,2.36,0.21,6,2.24,6.3,18,956,45.64,27.72,8.6,3.5,Woodland,0
s39183,139492,B39G7,2016-09-07,138.7817383,-34.615925,,5,27.81,0.094,120,0.07,11.05,3.43,2.28,0.37,8,2.55,5.9,17,1022,44.32,27.87,9.2,3.5,Woodland,0
s39185,145430,B39G7,2016-09-07,138.77835,-34.61606166,,9,29.67,0.19,145,0.067,23.38,3.46,3.33,0.31,17,3.85,6.7,40,1120,46.94,23.39,14,3.5,Woodland,0
s39187,128627,B39G7,2016-09-07,138.7781367,-34.616255,,8,16.91,0.177,145,0.031,23.22,2.27,2.73,0.18,9,3.53,7.3,20,1119,53.17,29.93,12,3.5,Woodland,0
s39189,64701,B39G7,2016-09-07,138.7784117,-34.6154966,,10,36.77,0.275,150,0.067,19.28,2.94,3.95,0.34,28,5.1,6.9,80,1570,43.71,19.52,15.8,3.5,Woodland,0
s39191,22661,B39FT,2016-09-08,116.11904,-32.56591,,7,12.31,0.055,NA,0.255,3.94,1.17,0.17,0.12,2,3.84,4.8,1e-10,62,83.56,4.14,5.3,1,,62.000000000000014
s39193,110754,B39G7,2016-09-08,116.11904,-32.56591,,5,11.18,0.024,NA,0.313,1.12,0.44,0.08,0.05,1e-10,1.86,4.7,5,32,84.73,4.09,3.7,2,,62.000000000000014
s39195,66091,B39G7,2016-09-08,116.11904,-32.56591,,6,8.17,0.04,NA,0.393,2.5,0.87,0.09,0.1,1e-10,2.9,4.8,1e-10,32,87.71,4.11,7.5,2,,62.000000000000014
s39198,50688,BC8BY,2017-01-11,145.5151456,-37.49956015,,48,15.13944223,0.153,NA,10.043,1.85,0.64,0.54,0.09,36,5.48,3.5,28,241,23.77158035,61.08897742,25.4,2.5,Forest,96
s39202,46176,BC8BY,2017-01-12,145.5190746,-37.49995197,,39,21.66874222,0.153,NA,8.532,1.4,0.44,0.38,0.08,25,4.57,3.6,20,176,35.99003736,42.34122042,20.6,2.5,Forest,95
s39204,64393,BC8BY,2017-01-14,145.5092119,-37.53227413,,23,23.55008787,0.14,NA,7.934,5.74,2.18,0.56,0.11,25,5.93,3.8,18,219,10.19332162,66.25659051,12.6,1.5,Forest,88.00000000000001
s39206,50931,BC8BY,2017-01-16,145.5043148,-37.54004433,,68,29.74358974,0.114,NA,5.229,6.85,1.77,0.64,0.13,11,5.73,4.1,21,258,20.34188034,49.91452991,14.3,2.5,Forest,93
s39208,56010,BC8BY,2017-01-18,145.509095,-37.53019069,,60,14.63414634,0.111,NA,6.581,3.47,0.96,0.35,0.09,17,4.63,4,15,135,13.86392811,71.50192555,11,1.5,Forest,82
s39210,41198,BC8BY,2017-01-23,145.5141791,-37.55285893,,58,17.33505821,0.144,NA,9.028,2.15,0.92,0.64,0.11,64,4.75,3.8,16,283,11.51358344,71.15135834,15.7,2.5,Forest,89.00000000000001
s39212,90405,BC8BY,2017-01-24,145.8006415,-37.81316418,,125,24.20027816,0.237,NA,9.392,3.96,1.38,0.69,0.18,194,5.03,3.7,36,300,30.87621697,44.92350487,26.6,1.5,Forest,89.00000000000001
s39214,44345,BC8BY,2017-01-24,145.8707135,-37.8123968,,144,14.90196078,0.198,NA,8.422,2.82,1.23,0.41,0.15,71,5.99,3.4,30,175,57.90849673,27.18954248,28.9,1.5,Forest,89.00000000000001
s39216,60747,BC8BY,2017-01-27,145.8666141,-37.80559786,,91,11.83879093,0.14,NA,9.859,1.8,0.86,0.34,0.14,46,4.99,3.5,31,148,24.55919395,63.60201511,28.5,1.5,Forest,84.00000000000001
s39218,69659,BC8BY,2017-01-28,145.8401337,-37.79408318,,152,25.49668874,0.112,NA,7.719,3.24,1.33,0.43,0.17,67,5.61,3.7,26,199,54.30463576,20.1986755,22.6,1.5,Forest,94
s39221,51584,BC8BY,2017-01-31,145.508726,-37.53394438,,27,13.90243902,0.071,NA,7.294,1.08,0.46,0.37,0.08,15,5.89,4,15,156,9.512195122,76.58536585,12.5,2.5,Forest,88.00000000000001
s39222,43273,BC8BY,2017-02-01,145.514379,-37.54792243,,46,23.20574163,0.183,NA,7.791,5.19,2.12,0.69,0.13,38,5.24,3.8,16,295,14.35406699,62.44019139,17,2,Forest,80
s39224,30065,BC8BY,2017-02-03,145.5463455,-37.52579724,,67,31.67630058,0.139,NA,11.147,1.5,0.52,0.5,0.09,33,5.77,3.7,17,202,21.50289017,46.82080925,20.1,1.5,Forest,90.00000000000001
s39226,41891,BC8BY,2017-02-05,145.8158473,-37.64894214,,43,28.99728997,0.161,NA,6.319,2.81,0.91,0.5,0.09,78,5.34,4.1,37,212,21.6802168,49.32249322,14.5,1.5,Forest,76
s39228,35933,BC8BY,2017-02-07,145.8429488,-37.79564303,,63,27.24719101,0.128,NA,3.161,8.13,1.6,0.63,0.14,54,4.97,4.3,24,282,26.26404494,46.48876404,11.5,1.5,Forest,77
s39230,61158,BC8BY,2017-02-09,145.5494637,-37.55702006,,69,36.19402985,0.085,NA,8.934,4.42,1.91,0.58,0.17,5,5.02,3.9,26,253,21.08208955,42.7238806,16.5,1.5,Forest,82
s39232,94069,BC8BY,2017-02-11,145.7056976,-37.67985254,,76,23.51351351,0.392,NA,7.59,3.19,1.03,0.59,0.1,209,5.31,3.6,162,271,47.02702703,29.45945946,21.6,1.5,Forest,92
s39234,49797,BC8BY,2017-02-13,145.6276073,-37.44615731,,34,1.813471503,0.059,NA,1.45,4.77,1.16,0.72,0.09,2,3.83,4.7,9,313,40.28497409,57.9015544,4.1,2.5,Forest,3.0000000000000027
s39236,72962,BC8BY,2017-02-15,145.7230257,-37.79608944,,65,21.0653753,0.175,NA,8.701,2.09,0.95,0.52,0.15,90,4.56,3.8,23,239,33.77723971,45.15738499,11.4,1.5,Forest,90.00000000000001
s39238,63957,BC267,2017-02-17,145.8159656,-37.85873407,,32,35.33653846,0.166,NA,1.093,11.34,3.26,0.83,0.12,64,4.64,4.7,15,361,38.58173077,26.08173077,9.6,1.5,Forest,91.00000000000001
s39240,44172,BC8BY,2017-02-19,145.816774,-37.80885704,,86,22.42268041,0.185,NA,9.263,3.36,1.22,0.51,0.11,124,5.32,3.7,25,244,29.63917526,47.93814433,19.7,1.5,Forest,91.00000000000001
s39242,87432,BC8BY,2017-02-21,145.7794204,-37.82763681,,36,21.58808933,0.162,NA,2.809,8.19,2.03,0.8,0.14,42,5.04,4.4,14,348,29.90074442,48.51116625,9,1.5,Forest,89.00000000000001
s39244,52327,BC8BY,2017-02-23,145.8387349,-37.80072981,,62,32.55033557,0.139,NA,8.892,2.56,1.02,0.5,0.16,86,5.44,3.7,20,226,31.04026846,36.40939597,18.8,1.5,Forest,91.00000000000001
s39246,50553,BC8BY,2017-02-25,145.8343982,-37.80780704,,108,8.244274809,0.326,NA,7.412,3.51,1.52,0.68,0.12,150,4.41,3.6,37,299,49.61832061,42.13740458,18.9,1.5,Forest,91.00000000000001
s39248,66357,BC8BY,2017-02-27,145.7962246,-37.81791387,,87,14.76683938,0.193,NA,7.677,4.53,1.62,0.5,0.19,159,4.65,3.9,35,230,48.31606218,36.91709845,18.6,1.5,Forest,90.00000000000001
s39250,86691,BC267,2017-03-01,145.8128196,-37.860685169999996,,37,29.84293194,0.163,NA,1.504,12.68,3.47,0.87,0.11,72,4.66,4.6,13,367,65.44502618,4.712041885,11,1.5,Forest,87.00000000000001
s39252,54904,BC8BY,2017-03-03,145.8403943,-37.79485182,,177,24.11552347,0.236,NA,9.046,3.26,1.71,0.56,0.21,77,5.38,3.4,25,249,49.24187726,26.64259928,28.9,1.5,Forest,93
s39254,53742,BC267,2017-03-05,145.5383278,-37.45586621,,33,17.13554987,0.086,NA,0.893,8.96,2.37,0.79,0.12,4,5.21,4.8,25,367,51.40664962,31.45780051,6.8,1.5,Forest,69
s39256,83659,BC8BY,2017-03-07,145.6009178,-37.50314899,,31,17.34317343,0.067,NA,2.927,7.92,1.85,0.7,0.09,24,4.65,4.5,22,330,19.92619926,62.73062731,7.9,2,Forest,83
s39258,73266,BC8BY,2017-03-09,145.536931,-37.47300958,,36,23.96416573,0.15,NA,7.623,2.23,0.48,0.53,0.04,110,4.74,4,18,236,31.57894737,44.4568869,12.1,1.5,Forest,94
s39260,67721,BC267,2017-03-11,145.5123277,-37.52127271,,33,25.19480519,0.107,NA,7.301,3.96,1.19,0.64,0.1,70,5.2,4.2,20,272,16.75324675,58.05194805,16.6,1.5,Forest,95
s39262,47288,BC267,2017-03-14,145.6017272,-37.5046367,,33,22.44094488,0.151,NA,1.961,13.11,2.44,0.9,0.12,39,4.71,4.6,52,430,17.71653543,59.84251969,7.6,2,Forest,77
